Id,TagName,Count,ExcerptPostId,WikiPostId,RowNum
"3423","dbf","665","9399433","9399432","1605"
"3424","native-methods","107","","","1606"
"3425","blocked","143","50003400","50003399","1607"
"3429","codeplex","201","9132393","9132392","1608"
"3432","eclipse-api","15","","","1609"
"3437","cakephp","30516","3625072","3607501","1610"
"3438","fixture","133","24793478","24793477","1611"
"3439","interaction","635","6489338","6489337","1612"
"3440","semantic-web","1722","5496804","5496803","1613"
"3441","friendly-url","953","8356063","8356062","1614"
"3445","multimedia","435","20611849","20611848","1615"
"3447","spring-ws","1141","5501739","5501738","1616"
"3448","constraintexception","15","","","1617"
"3449","cracking","209","19666190","19666189","1618"
"3452","lint","1157","5131623","5131622","1619"
"3453","splint","75","5665431","5665430","1620"
"3454","rapidxml","165","6646653","6646652","1621"
"3456","dblink","375","13593085","13593084","1622"
"3464","carbide","40","8543175","8543174","1623"
"3465","unsafe","725","5285795","5285794","1624"
"3466","raytracing","799","7141024","7141023","1625"
"3470","vcard","486","8674717","8674716","1626"
"3471","hcard","27","11304149","11304148","1627"
"3475","maze","832","6953057","6953056","1628"
"3480","esql","1","9850270","9850269","1629"
"3482","prism","3691","3625073","3624269","1630"
"3485","idioms","651","8752213","8752212","1631"
"3487","webclient","3209","5710412","5710411","1632"
"3488","castle","383","4839506","4839505","1633"
"3496","numbers","9416","9652650","9652649","1634"
"3498","ole","1114","7507346","7507345","1635"
"3502","eclipse-pde","435","5993374","5993373","1636"
"3504","osx-leopard","332","5375348","5375347","1637"
"3506","defragmentation","68","16624575","16624574","1638"
"3507","doxygen","2488","5135361","5135360","1639"
"3508","wamp","5181","5008439","5008438","1640"
"3510","spn","64","40646436","40646435","1641"
"3511","jndi","2852","5636893","5636892","1642"
"3512","datasource","4147","5058760","5058759","1643"
"3513","ibatis","1028","5381935","5381934","1644"
"3514","rpn","159","9260593","9260592","1645"
"3515","resx","909","8358011","8358010","1646"
"3518","class-library","826","9871970","9871969","1647"
"3519","treenode","547","11015076","11015075","1648"
"3520","pc","321","16666119","16666118","1649"
"3521","imaging","402","19518403","19518402","1650"
"3522","filedialog","258","20249140","20249139","1651"
"3524","business-logic-layer","202","8349712","8349711","1652"
"3529","desktop-application","2447","8906606","8906605","1653"
"3531","shared-hosting","1311","7325140","7325139","1654"
"3534","data-link-layer","73","28463337","28463336","1655"
"3535","readability","583","19146284","19146283","1656"
"3536","ebook-reader","33","","","1657"
"3537","dword","136","9625552","9625551","1658"
"3538","viewport3d","82","12248880","12248879","1659"
"3539","yield","1330","11689355","11689354","1660"
"3541","mbr","115","13154541","13154540","1661"
"3543","trusted-vs-untrusted","15","","","1662"
"3544","api-design","1604","6156092","6156091","1663"
"3546","control-array","30","17782508","17782507","1664"
"3550","transactions","13270","5952739","5952738","1665"
"3553","aspectj","2831","6746984","6746983","1666"
"3556","field","5064","9356883","9356882","1667"
"3565","folksonomy","12","","","1668"
"3567","guid","1819","8338541","8338540","1669"
"3568","privacy","829","13426835","13426834","1670"
"3571","connection-pooling","2738","5640201","5640200","1671"
"3572","chess","850","5905992","5905991","1672"
"3573","bind","3436","12594488","12594487","1673"
"3574","config","4383","7375833","7375832","1674"
"3579","documentum","324","8989658","8989657","1675"
"3580","webtop","35","55135814","55135813","1676"
"3581","java-3d","471","7702606","7702605","1677"
"3584","overloading","5522","5658630","5658629","1678"
"3586","exception-handling","14611","4889886","4889885","1679"
"3588","jhat","29","16616369","16616368","1680"
"3589","ls","1042","9126861","9126860","1681"
"3590","oltp","66","14138404","14138403","1682"
"3592","tui","107","9332208","9332207","1683"
"3593","mdns","193","10588200","10588199","1684"
"3594","bonjour","547","5501571","5501570","1685"
"3595","zeroconf","177","10244205","10244204","1686"
"3597","custom-action","945","11204653","11204652","1687"
"3600","google-chrome","59009","4701061","4701060","1688"
"3601","truncate","1255","15904010","15904009","1689"
"3610","nested","11404","11340524","11340523","1690"
"3612","actionscript-2","1967","7441930","7441929","1691"
"3615","artificial-intelligence","5589","5247407","5247406","1692"
"3616","addclass","1261","13344291","13344290","1693"
"3623","computability","66","","","1694"
"3624","inference","343","18298232","18298231","1695"
"3626","join","33049","5182791","5182790","1696"
"3627","callcc","73","8461180","8461179","1697"
"3628","email-integration","1066","11816199","11816198","1698"
"3629","ticket-system","144","11811081","11811080","1699"
"3632","html-helper","2130","12547397","12547396","1700"
"3633","scjp","287","5592119","5592118","1701"
"3635","scripting-language","275","10337231","10337230","1702"
"3636","web-ide","63","38376875","38376874","1703"
"3637","env","226","","","1704"
"3641","social-media","262","25006881","25006879","1705"
"3642","v8","2187","7354347","7354346","1706"
"3644","rapi","43","24820916","24820915","1707"
"3646","fxruby","32","21367843","21367842","1708"
"3647","product","3851","17891751","17891750","1709"
"3653","waveform","449","9306621","9306620","1710"
"3654","ftp-client","677","20767214","20767213","1711"
"3656","esb","1909","5636475","5636474","1712"
"3659","search-engine","2793","5704607","5704606","1713"
"3660","var","1866","4913416","4913415","1714"
"3661","type-inference","1720","5688933","5688932","1715"
"3662","appliance","30","","","1716"
"3663","blending","464","15644999","15644998","1717"
"3664","namespaces","10623","5135184","5135183","1718"
"3665","monkeypatching","661","6631152","6631151","1719"
"3666","regression","5517","11703792","11703791","1720"
"3668","data-transfer","698","14853993","14853992","1721"
"3669","castle-activerecord","470","3625075","3625074","1722"
"3670","dto-mapping","11","","","1723"
"3671","steganography","404","6541915","6541914","1724"
"3672","macos-carbon","547","3625078","3625077","1725"
"3674","byte-order-mark","484","5731146","5731145","1726"
"3675","tablesorter","1823","5506998","5506997","1727"
"3676","tuples","7686","5737545","5737544","1728"
"3678","visual-sourcesafe","720","5032231","5032230","1729"
"3682","google-code","336","5783642","5783641","1730"
"3683","compiler-theory","196","18319745","18319744","1731"
"3685","language-theory","91","","","1732"
"3690","designer","1118","8007357","8007356","1733"
"3691","ascx","540","8474432","8474431","1734"
"3693","black-box","65","24063443","24063442","1735"
"3695","bulkinsert","1977","13327103","13327102","1736"
"3696","lightwindow","13","","","1737"
"3699","reportbuilder","465","8020370","8020369","1738"
"3700","fuzzy-search","686","15242236","15242235","1739"
"3701","alice","18","14630772","14630771","1740"
"3702","soundex","143","5932493","5932492","1741"
"3703","exif","1484","5972009","5972008","1742"
"3705","newline","4079","7894073","7894072","1743"
"3706","identicon","20","11611370","11611369","1744"
"3707","cryptographicexception","31","","","1745"
"3708","msde","30","11193177","11193176","1746"
"3714","blogger","2465","4992338","4992337","1747"
"3715","partial-methods","26","23734442","23734441","1748"
"3716","serial-port","9679","5504425","5504424","1749"
"3717","embeddedwebserver","100","9029497","9029496","1750"
"3718","cd","558","11251618","11251617","1751"
"3720","mef","2177","4523402","4523401","1752"
"3727","exe","3862","6626174","6626173","1753"
"3731","bytecode","1882","5241039","5241038","1754"
"3732","bcel","111","5172846","5172845","1755"
"3733","cubes","153","37534240","37534239","1756"
"3734","latency","935","16082066","16082065","1757"
"3736","spell-checking","1267","8342346","8342345","1758"
"3737","model","14780","5711627","5711626","1759"
"3738","metalanguage","26","","","1760"
"3739","client-server","5830","8556675","8556674","1761"
"3742","dynamic-language-runtime","272","8318632","8318631","1762"
"3743","dynamic-languages","161","8143178","8143177","1763"
"3744","sp-send-dbmail","183","33784592","33784591","1764"
"3745","synthesis","365","21656369","21656368","1765"
"3748","n95","8","","","1766"
"3753","mac-address","846","9627708","9627707","1767"
"3761","reverse-proxy","3382","6253508","6253507","1768"
"3764","web-reference","173","12311211","12311210","1769"
"3766","ipc","3710","6445422","6445421","1770"
"3768","spring.net","638","5104348","5104347","1771"
"3772","external-process","163","","","1772"
"3786","tapestry","966","3625081","3625080","1773"
"3788","simulink","2344","4725462","4725461","1774"
"3789","xpc","142","9183489","9183488","1775"
"3790","variable-types","89","36563304","36563303","1776"
"3791","zsh","3125","5006735","5006734","1777"
"3793","coupling","173","","","1778"
"3794","metadata","4825","8364316","8364315","1779"
"3795","data-driven","142","14686863","14686862","1780"
"3798","robots.txt","1254","4903885","4903884","1781"
"3799","kerberos","2769","6739238","6739237","1782"
"3809","commit-message","100","30650271","30650270","1783"
"3814","id3","494","6376685","6376684","1784"
"3816","eiffel","224","6607459","6607458","1785"
"3818","wsgi","2028","5219868","5219867","1786"
"3819","terminology","1932","5731245","5731244","1787"
"3822","jstl","5359","3625083","3625082","1788"
"3825","rule-engine","751","18972210","18972209","1789"
"3826","cursors","199","19412042","19412041","1790"
"3828","sid","168","8434283","8434282","1791"
"3829","group-by","16816","6436958","6436957","1792"
"3830","concat","2023","13885658","13885657","1793"
"3833","cots","10","49354936","49354935","1794"
"3836","sendmail","2701","5377396","5377395","1795"
"3841","smarthost","12","25221260","25221259","1796"
"3842","jta","1047","5783371","5783370","1797"
"3843","jts","149","7011512","7011511","1798"
"3844","ncover","136","7820966","7820965","1799"
"3847","ffmpeg","17486","5031691","5031690","1800"
"3849","module","16588","5238945","5238944","1801"
"3850","filezilla","585","9849443","9849442","1802"
"3851","invisible","449","26955478","26955477","1803"
"3854","login","19002","6489157","6489156","1804"
"3858","hudson","2653","3951087","3951086","1805"
"3861","sharding","1301","10469140","10469139","1806"
"3870","code-collaborator","32","6838999","6838998","1807"
"3871","gpl","338","5310110","5310109","1808"
"3874","vmware-server","81","","","1809"
"3879","rollup","506","31536783","31536782","1810"
"3880","versions","278","20238164","20238163","1811"
"3881","global","3480","16876414","16876413","1812"
"3883","blob","5663","5722653","5722652","1813"
"3885","eclipse-plugin","11011","4972359","4972358","1814"
"3889","glob","2032","11042049","11042048","1815"
"3890","javafx","30811","7702585","7702584","1816"
"3895","ndepend","262","8019825","8019824","1817"
"3896","moodle","2238","5347472","5347471","1818"
"3898","bots","4334","7523177","7523176","1819"
"3899","googlebot","486","6792517","6792516","1820"
"3900","slurp","31","","","1821"
"3902","gpgpu","1976","5365356","5365355","1822"
"3903","medium-trust","148","14524835","14524834","1823"
"3905","whiteboard","54","11184940","11184939","1824"
"3906","jini","26","14393290","14393289","1825"
"3909","artifacts","362","25471198","25471197","1826"
"3914","scoring","301","32856104","32856103","1827"
"3915","language-comparisons","109","11862168","11862167","1828"
"3916","nullable","1800","5741143","5741142","1829"
"3917","idisposable","1249","4973475","4973474","1830"
"3919","packages","3204","12236747","12236746","1831"
"3920","lotus-notes","3175","3744133","3744132","1832"
"3922","webdav","1194","6212168","6212167","1833"
"3925","page-lifecycle","439","10428945","10428944","1834"
"3926","sequences","548","9298138","9298137","1835"
"3929","load-balancing","3871","6306671","6306670","1836"
"3930","autocompleteextender","165","5626406","5626405","1837"
"3935","struts2","11244","3625087","3625086","1838"
"3937","rfc2445","71","10061472","10061471","1839"
"3940","wacom","79","7543784","7543783","1840"
"3942","inno-setup","3923","3625088","3609250","1841"
"3943","wtl","227","5385114","5385113","1842"
"3945","tk","1905","5858433","5858432","1843"
"3946","listbox","10747","5604909","5604908","1844"
"3951","groovyshell","176","10305724","10305723","1845"
"3952","blackberry","8513","4941135","4941134","1846"
"3953","author","291","25892028","25892027","1847"
"3961","element","3578","15699501","15699500","1848"
"3962","visualtreehelper","87","","","1849"
"3966","js2-mode","22","8422640","8422639","1850"
"3968","website-metrics","14","","","1851"
"3970","jface","1610","5709171","5709170","1852"
"3971","psd","337","9573237","9573236","1853"
"3973","mmap","1473","4998506","4998505","1854"
"3976","updating","873","7090876","7090875","1855"
"3978","digital-assets","5","","","1856"
"3981","runtime-error","6880","8365146","8365145","1857"
"3986","bazaar","544","3690198","3690197","1858"
"3988","codeigniter","64214","3996597","3996596","1859"
"3989","findbugs","941","5427947","5427946","1860"
"3993","webchartcontrol","18","","","1861"
"3995","get","13623","6164825","6164824","1862"
"3996","goto","876","14062036","14062035","1863"
"4000","information-management","7","","","1864"
"4002","gdi","1729","6739623","6739622","1865"
"4005","memorystream","1012","8726549","8726548","1866"
"4006","intermittent","80","11549643","11549642","1867"
"4007","mediacenter","18","","","1868"
"4010","er-diagrams","125","8008336","8008335","1869"
"4012","dependency-properties","2095","5390578","5390577","1870"
"4013","class-diagram","1086","15274233","15274232","1871"
"4015","text-extraction","772","36042336","36042335","1872"
"4023","listeners","355","13031689","13031688","1873"
"4025","extjs","23654","4254965","4254964","1874"
"4031","code-migration","68","","","1875"
"4033","sql-types","78","","","1876"
"4037","signal-processing","4410","4432362","4432361","1877"
"4039","store","2737","6187964","6187963","1878"
"4041","ablecommerce","10","20044964","20044963","1879"
"4042","shell32","110","25424675","25424674","1880"
"4043","fastcgi","1818","5839160","5839159","1881"
"4046","godi","8","25221242","25221241","1882"
"4050","atg","435","6074676","6074675","1883"
"4052","llblgenpro","161","5356038","5356037","1884"
"4053","d","2484","3625089","3616052","1885"
"4056","business-logic","576","8507172","8507171","1886"
"4057","behavior","952","20642001","20642000","1887"
"4060","des","568","5191688","5191687","1888"
"4061","publicdomain","10","33153579","33153578","1889"
"4062","native","3626","10636592","10636591","1890"
"4063","interactive","1326","15882692","15882691","1891"
"4064","blowfish","436","5474639","5474638","1892"
"4065","rsa","5106","3625091","3625090","1893"
"4067","using","1493","9040854","9040853","1894"
"4069","jms","6716","5636555","5636554","1895"
"4070","jbossmq","26","","","1896"
"4071","core-animation","3990","3625093","3625092","1897"
"4072","gnu","2214","5310910","5310909","1898"
"4074","gql","419","7135361","7135360","1899"
"4075","sqlalchemy","13913","3678645","3678644","1900"
"4076","authkit","12","","","1901"
"4077","html-compression","12","25646555","25646554","1902"
"4082","egg","307","6486690","6486689","1903"
"4083","itunesconnect","4895","7718921","7718920","1904"
"4085","duck-typing","271","8082545","8082544","1905"
"4086","mingw","5304","6437882","6437881","1906"
"4087","compiler-errors","14987","5628763","5628762","1907"
"4088","bit-manipulation","6271","8450663","8450662","1908"
"4089","lgpl","118","5638038","5638037","1909"
"4090","php4","333","8350893","8350892","1910"
"4096","cisco","733","6974650","6974649","1911"
"4097","glade","772","5734413","5734412","1912"
"4100","jmf","404","4919380","4919379","1913"
"4101","distro","29","","","1914"
"4103","datagridview","18300","5168028","5168027","1915"
"4107","heuristics","554","11505609","11505608","1916"
"4110","citrix","635","10947562","10947561","1917"
"4111","visitors","59","","","1918"
"4112","php-safe-mode","20","","","1919"
"4113","dos2unix","76","10513158","10513157","1920"
"4119","xpo","77","8428770","8428769","1921"
"4126","tinymce","6981","3837681","3837680","1922"
"4130","renderpartial","389","21459548","21459547","1923"
"4131","cxf","5230","5381846","5381845","1924"
"4143","sqldmo","27","11791966","11791965","1925"
"4144","visual-studio-addins","452","7485252","7485251","1926"
"4147","cout","1417","10985628","10985627","1927"
"4148","jsp-tags","1450","6061265","6061264","1928"
"4153","cal","57","4972763","4972762","1929"
"4154","cag","15","","","1930"
"4158","words","739","6082341","6082340","1931"
"4161","hql","4541","5186721","5186720","1932"
"4162","code-formatting","1327","7148512","7148511","1933"
"4165","animationextender","8","5626422","5626421","1934"
"4167","export","7324","9410066","9410065","1935"
"4172","bouncycastle","2399","5840028","5840027","1936"
"4173","visual-inheritance","43","9061416","9061415","1937"
"4175","ingres","146","4979477","4979476","1938"
"4177","scriptaculous","366","5635820","5635819","1939"
"4180","cappuccino","152","4044122","4044121","1940"
"4183","focus","6235","6824697","6824696","1941"
"4187","dasblog","5","25221228","25221227","1942"
"4190","numpy","63326","3736245","3736244","1943"
"4191","dynamic-analysis","52","4066277","4066276","1944"
"4192","scheduling","2243","11030241","11030240","1945"
"4193","visual-studio-2003","290","9926268","9926267","1946"
"4195","metabase","139","48850579","48850578","1947"
"4196","jquery-ui","38919","4983571","4983570","1948"
"4197","equality","1709","14406608","14406607","1949"
"4198","keyboard-shortcuts","4423","5309868","5309867","1950"
"4199","symmetric-key","70","39456013","39456012","1951"
"4200","key-storage","14","","","1952"
"4201","language-design","1195","7156451","7156450","1953"
"4205","navision","351","11037771","11037770","1954"
"4207","openoffice.org","870","8037498","8037497","1955"
"4208","atl","1210","5793362","5793361","1956"
"4209","file-upload","23741","6228196","6228195","1957"
"4210","allocation","1457","9250718","9250717","1958"
"4212","generative","31","","","1959"
"4215","positioning","2568","6004103","6004102","1960"
"4216","bcp","936","5887880","5887879","1961"
"4219","array-initialize","11","","","1962"
"4220","contextmenu","3968","6989167","6989166","1963"
"4221","selectedindex","337","13481263","13481262","1964"
"4222","ndis","183","10320847","10320846","1965"
"4224","asterisk","2958","4993184","4993183","1966"
"4228","software-quality","188","14276765","14276764","1967"
"4231","apc","959","6317040","6317039","1968"
"4236","push","4616","6623714","6623713","1969"
"4240","average","3919","12071969","12071968","1970"
"4242","isapi-rewrite","255","7485860","7485859","1971"
"4243","release","2599","11180756","11180755","1972"
"4249","aggregate","5071","8339519","8339518","1973"
"4252","spartan","118","22862911","22862910","1974"
"4253","demoscene","17","23175694","23175693","1975"
"4254","analysis","1615","19169770","19169769","1976"
"4257","cut","1259","8277882","8277881","1977"
"4258","high-availability","1124","10719954","10719953","1978"
"4260","htmlbridge","6","25377928","25377927","1979"
"4261","ppp","143","14147310","14147309","1980"
"4262","openwrt","786","6006927","6006926","1981"
"4266","logarithm","717","10197251","10197250","1982"
"4270","xmldatasource","95","24332951","24332950","1983"
"4272","unmanaged","1397","9767354","9767353","1984"
"4278","structure","5361","11756625","11756624","1985"
"4279","currency","2447","9831507","9831506","1986"
"4280","file-type","702","9008465","9008464","1987"
"4282","xml-rpc","1608","6053735","6053734","1988"
"4294","haxe","1432","5739435","5739434","1989"
"4301","makefile","19373","3624983","3624982","1990"
"4302","mappoint","69","9006966","9006965","1991"
"4306","typeloadexception","93","12269103","12269102","1992"
"4308","zope","708","5603427","5603426","1993"
"4309","plone","2854","5049802","5049801","1994"
"4311","pivot-table","5130","8221050","8221049","1995"
"4313","nsis","2197","4168609","4168608","1996"
"4317","runtime","6407","9030215","9030214","1997"
"4319","future","2422","7883456","7883455","1998"
"4320","virtual-serial-port","118","9189028","9189027","1999"
"4322","refresh","4625","8426426","8426425","2000"
"4323","itunes","2246","5310098","5310097","2001"
"4327","tablet-pc","97","","","2002"
"4328","visual-studio-2005","3156","5159851","5159850","2003"
"4330","copy","8795","7934241","7934240","2004"
"4331","row","5676","10511288","10511287","2005"
"4333","ignore","890","9349302","9349301","2006"
"4335","intersection","1847","15046178","15046177","2007"
"4338","datediff","1231","11346911","11346910","2008"
"4345","objectdatasource","614","10011254","10011253","2009"
"4352","svk","9","14389876","14389875","2010"
"4353","dynamic-css","72","12746160","12746159","2011"
"4354","dhtml","738","5146493","5146492","2012"
"4355","windbg","2490","3625094","3624631","2013"
"4356","remote-debugging","2096","11093979","11093978","2014"
"4357","google-reader","190","6300571","6300570","2015"
"4358","brackets","765","12230238","12230237","2016"
"4361","workitem","235","5803626","5803625","2017"
"4362","emma","282","7029706","7029705","2018"
"4364","tfs2008","527","5611275","5611274","2019"
"4366","lazy-loading","4466","5677979","5677978","2020"
"4367","paypal","18453","4889949","4889948","2021"
"4368","xbap","348","7978366","7978365","2022"
"4370","frame-rate","1363","11581684","11581683","2023"
"4371","substring","7061","8332229","8332228","2024"
"4372","on-disk","11","","","2025"
"4387","decode","3210","10358432","10358431","2026"
"4390","wcsf","34","7881783","7881782","2027"
"4391","jython","2546","5112890","5112889","2028"
"4392","cpython","807","9767811","9767810","2029"
"4395","anonymous","626","7450288","7450287","2030"
"4402","html-encode","563","12308539","12308538","2031"
"4407","interpreted-language","139","10337399","10337398","2032"
"4410","sspi","186","22168175","22168174","2033"
"4412","xpsdocument","103","30991282","30991281","2034"
"4413","eval","3946","5462031","5462030","2035"
"4414","communication","2176","12261511","12261510","2036"
"4418","xsl-fo","1518","7773483","7773482","2037"
"4421","suo","19","26494882","26494881","2038"
"4423","mms","551","9642622","9642621","2039"
"4426","website-monitoring","9","","","2040"
"4427","recommendation-engine","996","6904655","6904654","2041"
"4428","gravatar","223","8455701","8455700","2042"
"4429","data-protection","209","13426885","13426884","2043"
"4431","submission","419","39804905","39804904","2044"
"4432","urlhacks","8","","","2045"
"4437","movies","51","36792002","36792001","2046"
"4446","web-applications","19475","5204498","5204497","2047"
"4447","dropdownextender","8","25223144","25223143","2048"
"4450","mshtml","415","8693871","8693870","2049"
"4451","pasteboard","49","","","2050"
"4452","r","302414","3625322","3607736","2051"
"4453","microsoft.mshtml","33","30346306","30346305","2052"
"4455","edit-distance","194","19401548","19401547","2053"
"4458","survey","727","","","2054"
"4462","protocols","4719","9716950","9716949","2055"
"4463","plc","628","7637094","7637093","2056"
"4464","modbus","690","10609078","10609077","2057"
"4467","xmlspy","86","16978039","16978038","2058"
"4469","data-visualization","4219","8572217","8572216","2059"
"4471","error-suppression","71","","","2060"
"4472","coderush","135","4734122","4734121","2061"
"4473","regexbuddy","26","18860997","18860996","2062"
"4474","external-application","52","","","2063"
"4475","sql-server-mobile","10","","","2064"
"4478","vistadb","38","17885367","17885366","2065"
"4480","sqlplus","2650","3757548","3757547","2066"
"4482","wireframe","164","22501092","22501091","2067"
"4483","carchive","26","","","2068"
"4484","projects-and-solutions","1217","4976120","4976119","2069"
"4485","build.xml","396","14622353","14622352","2070"
"4486","white","236","8801411","8801410","2071"
"4487","space","1713","12208398","12208397","2072"
"4488","technical-debt","48","5120508","5120507","2073"
"4489","application-blocks","45","","","2074"
"4495","user-experience","1316","5900512","5900511","2075"
"4503","dbus","1041","5303773","5303772","2076"
"4504","cover","186","","","2077"
"4506","canvas","30057","3625324","3625323","2078"
"4508","docbook","331","5768804","5768803","2079"
"4510","rename","3809","6409688","6409687","2080"
"4512","acid","243","7713639","7713638","2081"
"4513","mstdc","8","25223131","25223130","2082"
"4515","flow","634","7229598","7229597","2083"
"4519","insert-id","46","","","2084"
"4520","wix","9079","3625325","3624423","2085"
"4525","tiles","1237","8890283","8890282","2086"
"4527","sql-server-2005","18384","5006359","5006358","2087"
"4528","web-config","8016","5143707","5143706","2088"
"4530","hypotenuse","17","","","2089"
"4538","roles","2060","8906167","8906166","2090"
"4545","compilation","13979","6433434","6433433","2091"
"4546","aspnet-compiler","156","","","2092"
"4548","dabo","3","14109171","14109170","2093"
"4551","drives","58","","","2094"
"4553","reversing","62","24175603","24175602","2095"
"4554","wmp","185","8350009","8350008","2096"
"4557","c++-cli","5835","5289304","5289303","2097"
"4568","loaderlock","13","25223121","25223120","2098"
"4569","reboot","498","9849567","9849566","2099"
"4570","shuffle","1687","10787067","10787066","2100"
"4571","transaction-log","172","13492326","13492325","2101"
"4572","windows-xp-embedded","53","25017079","25017078","2102"
"4574","html-table","18941","10322802","10322801","2103"
"4577","birt","1996","5661781","5661780","2104"
"4579","windows-update","300","25006624","25006623","2105"
"4582","brownfield","13","19255373","19255372","2106"
"4584","initialization","9195","6962923","6962922","2107"
"4587","mapreduce","11566","4894263","4894262","2108"
"4588","rmi","2513","5453535","5453534","2109"
"4589","sqlclr","893","8471850","8471849","2110"
"4590","cab","289","9849694","9849693","2111"
"4591","liskov-substitution-principle","197","7609585","7609584","2112"
"4594","tempdir","23","16617192","16617191","2113"
"4595","midlet","264","6835034","6835033","2114"
"4597","rounding-error","249","12231920","12231919","2115"
"4599","easymock","910","5663866","5663865","2116"
"4603","anonymous-inner-class","236","8475474","8475473","2117"
"4607","sample","1100","16607117","16607116","2118"
"4608","explicit","338","10165805","10165804","2119"
"4610","anti-patterns","382","6653364","6653363","2120"
"4613","cardspace","14","","","2121"
"4614","webmethods","185","6048058","6048057","2122"
"4615","writing","301","20452462","20452461","2123"
"4618","anti-join","42","25293597","25293596","2124"
"4620","epg","42","12969531","12969530","2125"
"4623","readdirectorychangesw","56","6851990","6851989","2126"
"4630","sync","1856","5035611","5035610","2127"
"4632","const","4825","6765431","6765430","2128"
"4633","obout","96","6005667","6005666","2129"
"4634","indexed","122","","","2130"
"4635","views","4590","6585295","6585294","2131"
"4636","materialized","46","","","2132"
"4640","traversal","1662","12979264","12979263","2133"
"4643","ado","2325","5776727","5776726","2134"
"4644","forwarding","540","23150657","23150656","2135"
"4645","ldap","9656","5304695","5304694","2136"
"4646","qfe","8","25223107","25223106","2137"
"4650","continue","543","15167533","15167532","2138"
"4654","wildcard-mapping","48","16881239","16881238","2139"
"4658","system-administration","296","46775581","46775580","2140"
"4662","stylecop","584","5071024","5071023","2141"
"4665","sun","231","10572092","10572091","2142"
"4667",".net-3.0","94","9174930","9174929","2143"
"4670","emc","68","27066087","27066086","2144"
"4671","ssd","213","4998273","4998272","2145"
"4673","system.diagnostics","563","6832967","6832966","2146"
"4679","glibc","1615","5279684","5279683","2147"
"4680","getaddrinfo-a","7","25223094","25223093","2148"
"4682","autocomplete","14466","6769145","6769144","2149"
"4683","xulrunner","388","5923501","5923500","2150"
"4684","servercontrols","211","9962480","9962479","2151"
"4686","pop","594","15171370","15171369","2152"
"4688","graph-theory","2665","5450103","5450102","2153"
"4695","pagerank","320","9923349","9923348","2154"
"4696","business-process-management","644","5111887","5111886","2155"
"4697","editing","828","20228912","20228911","2156"
"4700","eventlog-source","54","41062989","41062988","2157"
"4702","indexer","311","","","2158"
"4704","criteria","2463","10505189","10505188","2159"
"4705","return","8823","10068339","10068338","2160"
"4706","photo-management","14","","","2161"
"4707","bitsets","18","","","2162"
"4709","photography","79","7373621","7373620","2163"
"4710","xcopy","707","9849792","9849791","2164"
"4713","dvd-burning","47","","","2165"
"4714","image-capture","315","","","2166"
"4716","sharedservicesprovider","6","","","2167"
"4717","syntax-highlighting","2987","6620592","6620591","2168"
"4721","visualvm","567","6479935","6479934","2169"
"4722","cascade","1171","12209497","12209496","2170"
"4723","docstring","448","23665605","23665604","2171"
"4735","activescaffold","140","10199238","10199237","2172"
"4736","printdocument","257","36263673","36263672","2173"
"4740","postmessage","685","12478998","12478997","2174"
"4744","trading","415","11184453","11184452","2175"
"4746","stocks","345","48242638","48242637","2176"
"4747","g++","8236","5383856","5383855","2177"
"4749","wildcard-subdomain","374","18187095","18187094","2178"
"4750","cfc","432","6293135","6293134","2179"
"4752","pex","217","5794102","5794101","2180"
"4769","const-char","57","","","2181"
"4770","duplex","318","20612001","20612000","2182"
"4772","lotus","810","9972795","9972794","2183"
"4773","lotusscript","1048","5259094","5259093","2184"
"4774","corrupt","388","6044809","6044808","2185"
"4779","dump","1358","14527710","14527709","2186"
"4785","selectedvalue","356","","","2187"
"4786","kiosk","405","8349561","8349560","2188"
"4791","data-access-layer","1267","8338290","8338289","2189"
"4792","server-variables","79","","","2190"
"4793","bitmapeffect","16","","","2191"
"4796","member-function-pointers","573","14420073","14420072","2192"
"4800","sharpdevelop","292","13996820","13996819","2193"
"4803","reverse-dns","140","35162082","35162081","2194"
"4804","escaping","7465","5912896","5912895","2195"
"4813","xmldataprovider","82","30744886","30744885","2196"
"4826","capacity-planning","61","9487607","9487606","2197"
"4827","piracy","57","19200190","19200189","2198"
"4828","function-pointers","3489","9765649","9765648","2199"
"4830","zedgraph","430","4819721","4819720","2200"
"4831","linegraph","335","23757171","23757170","2201"
"4832","smooth","440","26584025","26584024","2202"
"4833","deterministic","254","13449700","13449699","2203"
"4835","pimpl-idiom","259","8597279","8597278","2204"
"4836","sam","36","9173807","9173806","2205"
"4838","donations","104","","","2206"
"4841","jar","16526","5143744","5143743","2207"
"4842","ninject","3814","4981650","4981649","2208"
"4844","amd","1451","13865814","13865813","2209"
"4846","hyperterminal","95","","","2210"
"4847","inline","3113","8906088","8906087","2211"
"4849","fluent","939","6678872","6678871","2212"
"4850","aquamacs","160","11620078","11620077","2213"
"4852","sqlcommand","811","12386032","12386031","2214"
"4853","sqlconnection","929","12491498","12491497","2215"
"4859","directory-structure","1270","8707025","8707024","2216"
"4860","pull","744","9943020","9943019","2217"
"4867","stdout","3622","5277480","5277479","2218"
"4870","static-block","150","10698846","10698845","2219"
"4871","reverse-engineering","2821","5146851","5146850","2220"
"4872","jtds","405","7450091","7450090","2221"
"4877","static-typing","267","13378858","13378857","2222"
"4883","photo","1950","15410138","15410137","2223"
